codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
79548,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,16/09/2020,16,9,2020,PTKHJ,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,INSTRUÇÃO,JACAREPAGUÁ,JACAREPAGUÁ,DECOLAGEM,NENHUM,0
79563,ACIDENTE,COLOMBO,PR,****,18/09/2020,18,9,2020,PRFFE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,BACACHERI,BACACHERI,SUBIDA,SUBSTANCIAL,0
79552,INCIDENTE,TERESÓPOLIS,RJ,****,19/09/2020,19,9,2020,PPMBM,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,PAIRADO,LEVE,0
79554,INCIDENTE,SOROCABA,SP,SDCO,19/09/2020,19,9,2020,PTIYB,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,PARTICULAR,NASCIMENTO I,SOROCABA,CORRIDA APÓS POUSO,LEVE,0
79559,ACIDENTE,BRUSQUE,SC,*****,19/09/2020,19,9,2020,PRZBG,AVIÃO,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,EXPLORER,ZZZZ,PISTÃO,MONOMOTOR,1200,PARTICULAR,***,***,POUSO,SUBSTANCIAL,0
79555,ACIDENTE,FORMOSA,GO,SWFR,20/09/2020,20,9,2020,PTPOH,PLANADOR,PZL-BIELSKO,SZD-48-3,GLID,SEM TRAÇÃO,SEM TRAÇÃO,540,PARTICULAR,FORMOSA,FORMOSA,APROXIMAÇÃO FINAL,SUBSTANCIAL,1
79591,INCIDENTE,MANAUS,AM,SBEG,20/09/2020,20,9,2020,PRMPW,***,***,***,***,***,***,0,REGULAR,EDUARDO GOMES,SÃO GABRIEL DA CACHOEIRA,SUBIDA,NENHUM,0
79565,ACIDENTE,NOVO PROGRESSO,PA,****,23/09/2020,23,9,2020,PTNDL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,PARTICULAR,***,***,DECOLAGEM,SUBSTANCIAL,0
79587,INCIDENTE,CONFINS,MG,SBCF,25/09/2020,25,9,2020,PRAQS,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,EURICO DE AGUIAR SALLES,TANCREDO NEVES,PROCEDIMENTO DE APROXIMAÇÃO IFR,NENHUM,0
79586,INCIDENTE,TEFÉ,AM,SBTF,26/09/2020,26,9,2020,PTWDB,AVIÃO,EMBRAER,EMB-110C,E110,TURBOÉLICE,BIMOTOR,5600,TÁXI AÉREO,EDUARDO GOMES,TEFÉ,CORRIDA APÓS POUSO,LEVE,0
79566,INCIDENTE GRAVE,REGENTE FEIJÓ,SP,SDYJ,27/09/2020,27,9,2020,PPZJJ,***,***,***,***,***,SEM TRAÇÃO,0,EXPERIMENTAL,***,JOSÉ MARTINS DA SILVA,CRUZEIRO,LEVE,0
79571,INCIDENTE,BRASÍLIA,DF,SBBR,27/09/2020,27,9,2020,PPPTO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,NENHUM,0
79570,INCIDENTE,LINS,SP,****,29/09/2020,29,9,2020,PTPOE,PLANADOR,PZL-BIELSKO,SZD-48-3,GLID,SEM TRAÇÃO,SEM TRAÇÃO,540,INSTRUÇÃO,BAURU,BAURU,POUSO,LEVE,0
79572,ACIDENTE,SANTA TEREZINHA,MT,****,29/09/2020,29,9,2020,PTUGP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79573,INCIDENTE,PIRAJUÍ,SP,****,29/09/2020,29,9,2020,PTPJD,PLANADOR,ALEXANDER SCHLEICHER,ASW20,GLID,SEM TRAÇÃO,SEM TRAÇÃO,454,INSTRUÇÃO,BAURU,BAURU,POUSO,NENHUM,0
79568,ACIDENTE,CAMAPUÃ,MS,****,30/09/2020,30,9,2020,PTLST,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1655,PARTICULAR,COMANDANTE MUNIR DJABAK,CÁCERES,CRUZEIRO,SUBSTANCIAL,0
79569,INCIDENTE,LONDRINA,PR,SSOK,30/09/2020,30,9,2020,PRUNO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,14 BIS,14 BIS,SUBIDA,NENHUM,0
79589,INCIDENTE GRAVE,FORTALEZA,CE,SBFZ,30/09/2020,30,9,2020,FAB5724,AVIÃO,***,***,***,***,SEM TRAÇÃO,0,***,AUGUSTO SEVERO,PINTO MARTINS,APROXIMAÇÃO FINAL,NENHUM,0
79589,INCIDENTE GRAVE,FORTALEZA,CE,SBFZ,30/09/2020,30,9,2020,PRHRM,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,4082,TÁXI AÉREO,VIRGÍLIO TÁVORA,PINTO MARTINS,APROXIMAÇÃO FINAL,NENHUM,0
79575,INCIDENTE,SÃO PAULO,SP,SBSP,01/10/2020,1,10,2020,PTWRE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,***,CAMPO DE MARTE,TÁXI,NENHUM,0
79580,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,01/10/2020,1,10,2020,PSRAD,AVIÃO,BEECH AIRCRAFT,95-C55,***,TURBOÉLICE,SEM TRAÇÃO,2404,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,SUBSTANCIAL,0
79574,ACIDENTE,NOVA ANDRADINA,MS,****,02/10/2020,2,10,2020,PTVZQ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79577,INCIDENTE,CRUZ,CE,*****,02/10/2020,2,10,2020,PTLJQ,AVIÃO,CESSNA AIRCRAFT,S550,C550,JATO,BIMOTOR,6849,PARTICULAR,***,TERRAVISTA,TÁXI,NENHUM,0
79584,INCIDENTE,CAMPINAS,SP,SBKP,02/10/2020,2,10,2020,PSAEA,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61500,REGULAR,VIRACOPOS,HERCÍLIO LUZ,SUBIDA,NENHUM,0
79588,INCIDENTE,CAMPINAS,SP,SBKP,02/10/2020,2,10,2020,PRAJZ,***,BOEING COMPANY,737-48E,B734,JATO,BIMOTOR,65090,REGULAR,VIRACOPOS,EDUARDO GOMES,SUBIDA,NENHUM,0
79582,INCIDENTE,LONDRINA,PR,SBLO,03/10/2020,3,10,2020,PRJAY,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,ARREMETIDA NO AR,NENHUM,0
79608,ACIDENTE,PARAGOMINAS,PA,****,04/10/2020,4,10,2020,PTVJV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,CORONEL ALEXANDRE RAPOSO,***,CRUZEIRO,***,0
79585,INCIDENTE,SÃO PAULO,SP,SBMT,06/10/2020,6,10,2020,PTOFI,AVIÃO,MOONEY AIRCRAFT,M20J,M20P,PISTÃO,MONOMOTOR,1243,PARTICULAR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,ARREMETIDA NO SOLO,LEVE,0
79592,INCIDENTE,ARAÇATUBA,SP,SBAU,07/10/2020,7,10,2020,PTJBJ,AVIÃO,CESSNA AIRCRAFT,180J,C180,PISTÃO,MONOMOTOR,1270,PARTICULAR,GOVERNADOR JOSÉ RICHA,ESTADUAL DARIO GUARITA,POUSO,LEVE,0
79595,ACIDENTE,PIRAQUARA,PR,SISY,07/10/2020,7,10,2020,PRTHR,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,INSTRUÇÃO,PIRAQUARA,PIRAQUARA,POUSO,SUBSTANCIAL,0
79599,ACIDENTE,CORUMBÁ,MS,****,08/10/2020,8,10,2020,PRMJZ,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,CORUMBÁ,PORTO JOFRE,CRUZEIRO,SUBSTANCIAL,0
79600,ACIDENTE,POCONÉ,MT,****,10/10/2020,10,10,2020,PRGMG,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79598,ACIDENTE,ROSANA,SP,****,11/10/2020,11,10,2020,*****,***,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,***,***,***,0,***,***,***,INDETERMINADA,SUBSTANCIAL,0
79609,INCIDENTE GRAVE,CUIABÁ,MT,****,13/10/2020,13,10,2020,PRMYW,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,DESCIDA,NENHUM,0
79609,INCIDENTE GRAVE,CUIABÁ,MT,****,13/10/2020,13,10,2020,PTOLF,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,PARTICULAR,MARECHAL RONDON,RONDONÓPOLIS,SUBIDA,NENHUM,0
79601,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,14/10/2020,14,10,2020,PRKVB,AVIÃO,CESSNA AIRCRAFT,172N,C172,PISTÃO,MONOMOTOR,1043,PARTICULAR,MUNICIPAL JOSÉ FIGUEIREDO,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,LEVE,0
79728,INCIDENTE,FLORIANÓPOLIS,SC,****,14/10/2020,14,10,2020,PRAQO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT76,TURBOÉLICE,BIMOTOR,23000,REGULAR,SALGADO FILHO,HERCÍLIO LUZ,SUBIDA,NENHUM,0
79605,ACIDENTE,PRIMAVERA DO LESTE,MT,SWPY,15/10/2020,15,10,2020,PTWIP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,TÁXI AÉREO,PRIMAVERA DO LESTE,ARAGARÇAS,DECOLAGEM,SUBSTANCIAL,0
79621,ACIDENTE,RIO CLARO,RJ,****,15/10/2020,15,10,2020,PRESK,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,PARTICULAR,***,***,CRUZEIRO,SUBSTANCIAL,2
79606,INCIDENTE,MACAPÁ,AP,SBMQ,16/10/2020,16,10,2020,PTMFL,AVIÃO,PIPER AIRCRAFT,PA-42,PAY3,TURBOÉLICE,BIMOTOR,5080,TÁXI AÉREO,ALBERTO ALCOLUMBRE,VAL DE CANS / JÚLIO CEZAR RIBEIRO,DECOLAGEM,NENHUM,0
79618,INCIDENTE,CANTÁ,RR,SWPD,16/10/2020,16,10,2020,PRNYA,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,TÁXI AÉREO,POUSO DA ÁGUIA,POUSO DA ÁGUIA,CIRCUITO DE TRÁFEGO,LEVE,0
79619,ACIDENTE,FEIJÓ,AC,****,16/10/2020,16,10,2020,PTRPU,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,PARTICULAR,FORA DE AERODROMO,JORDÃO,DECOLAGEM,SUBSTANCIAL,0
79620,ACIDENTE,URUGUAIANA,RS,****,16/10/2020,16,10,2020,PRWGC,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79607,ACIDENTE,RAPOSA,MA,****,17/10/2020,17,10,2020,PRZSL,***,***,***,***,***,SEM TRAÇÃO,0,EXPERIMENTAL,CAVU - CLUBE DE AVIAÇÃO ULTRALEVE,CATULEVE,SUBIDA,SUBSTANCIAL,0
79617,INCIDENTE,LÁBREA,AM,SWLB,19/10/2020,19,10,2020,PRMAU,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,TÁXI AÉREO,EDUARDO GOMES,LÁBREA,TÁXI,NENHUM,0
79624,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,19/10/2020,19,10,2020,PRAXA,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,EURICO DE AGUIAR SALLES,SANTOS DUMONT,CRUZEIRO,NENHUM,0
79625,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,19/10/2020,19,10,2020,PRVGS,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,INSTRUÇÃO,ADALBERTO MENDES DA SILVA,ADALBERTO MENDES DA SILVA,DECOLAGEM,LEVE,0
79623,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,21/10/2020,21,10,2020,PTOXV,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,INSTRUÇÃO,CARAZINHO,CARAZINHO,CORRIDA APÓS POUSO,LEVE,0
79626,INCIDENTE,MARINGÁ,PR,SBMG,21/10/2020,21,10,2020,PPGBC,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,CORRIDA APÓS POUSO,LEVE,0
79632,INCIDENTE,TABATINGA,AM,SBTT,22/10/2020,22,10,2020,PRAYX,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,TABATINGA,EDUARDO GOMES,DECOLAGEM,NENHUM,0
79627,ACIDENTE,BIRITIBA-MIRIM,SP,SDIH,24/10/2020,24,10,2020,PUAFJ,ULTRALEVE,***,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,EXPERIMENTAL,FAZENDA IROHY,FAZENDA IROHY,CRUZEIRO,SUBSTANCIAL,0
79634,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,26/10/2020,26,10,2020,PROHE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,TÁXI AÉREO,SÃO TOMÉ,PETROBRAS 35,CRUZEIRO,NENHUM,0
79637,INCIDENTE,JOINVILLE,SC,SBJV,26/10/2020,26,10,2020,PRAYY,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,LAURO CARNEIRO DE LOYOLA,VIRACOPOS,DECOLAGEM,LEVE,0
79639,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,28/10/2020,28,10,2020,PRJLS,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,PARÁ DE MINAS,LEITE LOPES,TÁXI,NENHUM,0
79645,ACIDENTE,ALTO ALEGRE,RR,****,28/10/2020,28,10,2020,PTJDF,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,PARTICULAR,***,***,INDETERMINADA,***,0
79636,ACIDENTE,PALMAS,TO,****,29/10/2020,29,10,2020,PULMN,ULTRALEVE,***,STOL CH-701,ULAC,PISTÃO,MONOMOTOR,500,EXPERIMENTAL,***,***,SUBIDA,SUBSTANCIAL,0
79644,INCIDENTE,BELÉM,PA,SBJC,29/10/2020,29,10,2020,PTVCD,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720,PA32,PISTÃO,MONOMOTOR,1633,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,ALBERTO ALCOLUMBRE,TÁXI,LEVE,0
79640,ACIDENTE,IGARATINGA,MG,SSDK,30/10/2020,30,10,2020,PRLMP,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,PARTICULAR,CONGONHAS,SÃO PEDRO,POUSO,SUBSTANCIAL,0
79641,INCIDENTE GRAVE,CAUCAIA,CE,****,30/10/2020,30,10,2020,PULFI,ULTRALEVE,***,VIMANA R-12,ULAC,PISTÃO,MONOMOTOR,520,EXPERIMENTAL,VIRGÍLIO TÁVORA,CATULEVE,CRUZEIRO,NENHUM,0
79646,INCIDENTE,BELÉM,PA,SBBE,30/10/2020,30,10,2020,PRAXE,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,EDUARDO GOMES,SUBIDA,NENHUM,0
79651,ACIDENTE,BRASÍLIA,DF,SSGP,30/10/2020,30,10,2020,PTZNQ,AVIÃO,PZL - MIELEC,ANTONOV AN-2,ZZZZ,PISTÃO,MONOMOTOR,5500,EXPERIMENTAL,PIQUET,PIQUET,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79647,INCIDENTE,PORTO ALEGRE,RS,SBPA,01/11/2020,1,11,2020,PTMBL,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,PARTICULAR,SANTA ROSA,SALGADO FILHO,APROXIMAÇÃO FINAL,NENHUM,0
79648,INCIDENTE,PORTO SEGURO,BA,SBPS,04/11/2020,4,11,2020,PRGAM,AVIÃO,CESSNA AIRCRAFT,560XL,C56X,JATO,BIMOTOR,9072,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,TERRAVISTA,CORRIDA APÓS POUSO,LEVE,0
79649,INCIDENTE,CAMPINAS,SP,SBKP,04/11/2020,4,11,2020,PRAYW,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,VIRACOPOS,EURICO DE AGUIAR SALLES,SUBIDA,NENHUM,0
79650,INCIDENTE,TAPES,RS,****,05/11/2020,5,11,2020,PTWJI,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1997,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
79652,INCIDENTE,CONFINS,MG,SBCF,06/11/2020,6,11,2020,PRTKI,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22800,REGULAR,TANCREDO NEVES,CORONEL ALTINO MACHADO,SUBIDA,NENHUM,0
79663,INCIDENTE GRAVE,ANANINDEUA,PA,SBBE,06/11/2020,6,11,2020,PTHXO,HELICÓPTERO,BELL HELICOPTER,206L-3,B06,TURBOEIXO,MONOMOTOR,1882,TÁXI AÉREO,CIBRASA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,APROXIMAÇÃO FINAL,LEVE,0
79675,INCIDENTE,SÃO FRANCISCO DO SUL,SC,****,06/11/2020,6,11,2020,PRHTA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,GRAER,FORA DE AERODROMO,MANOBRA,NENHUM,0
79664,INCIDENTE,BOITUVA,SP,****,07/11/2020,7,11,2020,*****,***,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,***,***,***,0,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
79874,ACIDENTE,ARAPONGAS,PR,****,08/11/2020,8,11,2020,*****,***,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,***,***,***,0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,SUBSTANCIAL,1
79667,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,11/11/2020,11,11,2020,PRAYN,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,CONGONHAS,TANCREDO NEVES,APROXIMAÇÃO FINAL,NENHUM,0
79681,INCIDENTE,BOM RETIRO,SC,****,11/11/2020,11,11,2020,PTHZL,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,LEVE,0
79666,INCIDENTE,BELÉM,PA,SBBE,12/11/2020,12,11,2020,PTMFL,AVIÃO,PIPER AIRCRAFT,PA-42,PAY3,TURBOÉLICE,BIMOTOR,5080,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,ALBERTO ALCOLUMBRE,DECOLAGEM,LEVE,0
79674,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,13/11/2020,13,11,2020,PRSLU,AVIÃO,BOEING COMPANY,737-4Y0,B734,JATO,BIMOTOR,68038,NÃO REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ANTONIO CARLOS JOBIM / GALEÃO,CORRIDA APÓS POUSO,LEVE,0
79668,INCIDENTE,SÃO LUÍS,MA,SBSL,14/11/2020,14,11,2020,PRAKI,***,***,***,***,***,SEM TRAÇÃO,0,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,MARECHAL CUNHA MACHADO,DESCIDA,LEVE,0
79669,ACIDENTE,SÃO PEDRO,SP,****,14/11/2020,14,11,2020,PTOOQ,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2318,PARTICULAR,***,***,***,DESTRUÍDA,1
79670,INCIDENTE,PORTO SEGURO,BA,SBPS,14/11/2020,14,11,2020,PRDIS,AVIÃO,RAYTHEON AIRCRAFT,400A,BE40,JATO,BIMOTOR,7393,PARTICULAR,PORTO SEGURO,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,LEVE,0
79671,ACIDENTE,SÃO MIGUEL DO IGUAÇU,PR,****,14/11/2020,14,11,2020,PUMLU,ULTRALEVE,***,J250,ULAC,PISTÃO,MONOMOTOR,700,EXPERIMENTAL,CLUBE DE VOO ITAIPU,IJUÍ,SUBIDA,SUBSTANCIAL,0
79673,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,15/11/2020,15,11,2020,PRYRQ,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,REGULAR,AFONSO PENA,SANTOS DUMONT,SUBIDA,LEVE,0
79680,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,15/11/2020,15,11,2020,PRTTP,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,88360,REGULAR,HERCÍLIO LUZ,AFONSO PENA,SUBIDA,NENHUM,0
79672,INCIDENTE,IGARASSU,PE,SIFC,16/11/2020,16,11,2020,PRMTX,***,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,PARTICULAR,COROA DO AVIÃO,COROA DO AVIÃO,DECOLAGEM,LEVE,0
79678,ACIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,****,16/11/2020,16,11,2020,*****,***,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,***,***,***,0,PARTICULAR,***,***,INDETERMINADA,DESTRUÍDA,1
79683,INCIDENTE,CRUZEIRO DO SUL,AC,SBCZ,16/11/2020,16,11,2020,PTVCB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,PARTICULAR,***,CRUZEIRO DO SUL,CORRIDA APÓS POUSO,LEVE,0
79679,INCIDENTE,GUARULHOS,SP,SBGR,17/11/2020,17,11,2020,PTMXB,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,SUBIDA,LEVE,0
79684,INCIDENTE,PORTO ALEGRE,RS,SBPA,17/11/2020,17,11,2020,PRURS,AVIÃO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOÉLICE,BIMOTOR,4581,TÁXI AÉREO,SANTA CRUZ DO SUL,SALGADO FILHO,POUSO,LEVE,0
79730,INCIDENTE,SÃO PAULO,SP,****,17/11/2020,17,11,2020,PRGGF,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CRUZEIRO,LEVE,0
79685,ACIDENTE,IPIXUNA DO PARÁ,PA,*****,19/11/2020,19,11,2020,PTOQB,AVIÃO,BEECH AIRCRAFT,58TC,BE58,PISTÃO,BIMOTOR,2767,PARTICULAR,***,***,POUSO,SUBSTANCIAL,0
79687,INCIDENTE,ALTAMIRA,PA,SBIH,19/11/2020,19,11,2020,PTJRQ,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,PARTICULAR,SANTA TEREZINHA,REDENÇÃO,CRUZEIRO,NENHUM,0
79700,INCIDENTE,BRASÍLIA,DF,SBBR,20/11/2020,20,11,2020,PPPTP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,PROFESSOR ERIBERTO MANOEL REINO,SUBIDA,NENHUM,0
79689,INCIDENTE,QUERÊNCIA,MT,*****,23/11/2020,23,11,2020,PRCMZ,AVIÃO,THRUSH AIRCRAFT,S2R-H80,SS2T,TURBOÉLICE,MONOMOTOR,4763,AGRÍCOLA,***,***,CORRIDA APÓS POUSO,LEVE,0
79698,INCIDENTE,MACEIÓ,AL,SBMO,23/11/2020,23,11,2020,PRAQJ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,ZUMBI DOS PALMARES,GUARARAPES - GILBERTO FREYRE,SUBIDA,NENHUM,0
79706,INCIDENTE,BELO HORIZONTE,MG,SBPR,23/11/2020,23,11,2020,PRVCG,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,2404,PARTICULAR,FLYGHT COMPANY,CARLOS PRATES,CORRIDA APÓS POUSO,NENHUM,0
