codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano
77667,ACIDENTE,RIBEIRÃO CASCALHEIRA,MT,****,09/02/2018,09,02,2018
77707,INCIDENTE,SÃO PAULO,SP,SBMT,09/02/2018,09,02,2018
77690,ACIDENTE,RIO BRANCO,AC,****,11/02/2018,11,02,2018
77685,ACIDENTE,ITAPETININGA,SP,****,12/02/2018,12,02,2018
77679,ACIDENTE,PASSO FUNDO,RS,****,14/02/2018,14,02,2018
77703,INCIDENTE GRAVE,PARAGUAÇU PAULISTA,SP,****,14/02/2018,14,02,2018
77698,ACIDENTE,CAMAPUÃ,MS,****,15/02/2018,15,02,2018
77680,ACIDENTE,PORTO UNIÃO,SC,****,17/02/2018,17,02,2018
77719,INCIDENTE,SÃO PAULO,SP,SBSP,17/02/2018,17,02,2018
77660,ACIDENTE,SÃO DESIDÉRIO,BA,****,18/02/2018,18,02,2018
77724,ACIDENTE,NOVO HORIZONTE,SC,SDNH,19/02/2018,19,02,2018
77857,INCIDENTE,LIMA DUARTE,MG,SJXM,20/02/2018,20,02,2018
77693,ACIDENTE,TANGARÁ DA SERRA,MT,****,22/02/2018,22,02,2018
77695,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,22/02/2018,22,02,2018
77700,ACIDENTE,MANAUS,AM,****,22/02/2018,22,02,2018
77718,ACIDENTE,SANTA RITA DO NOVO DESTINO,GO,****,22/02/2018,22,02,2018
78181,INCIDENTE,SÃO PAULO,SP,****,22/02/2018,22,02,2018
77716,INCIDENTE,MANAUS,AM,SBEG,24/02/2018,24,02,2018
77717,ACIDENTE,QUADRA,SP,*****,25/02/2018,25,02,2018
77694,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,26/02/2018,26,02,2018
77699,ACIDENTE,ENTRE-IJUÍS,RS,****,26/02/2018,26,02,2018
77691,ACIDENTE,BRASILÂNDIA,MS,****,27/02/2018,27,02,2018
77673,INCIDENTE GRAVE,PASSO FUNDO,RS,SBPF,28/02/2018,28,02,2018
77696,ACIDENTE,ITAITUBA,PA,SNMD,28/02/2018,28,02,2018
77702,INCIDENTE,GUARULHOS,SP,SBGR,01/03/2018,01,03,2018
77710,ACIDENTE,OSÓRIO,RS,****,04/03/2018,04,03,2018
77729,INCIDENTE GRAVE,TEÓFILO OTONI,MG,SNTO,04/03/2018,04,03,2018
77728,INCIDENTE GRAVE,TANGARÁ DA SERRA,MT,****,06/03/2018,06,03,2018
77731,ACIDENTE,AGUDO,RS,****,06/03/2018,06,03,2018
77733,ACIDENTE,SÃO DESIDÉRIO,BA,****,07/03/2018,07,03,2018
77734,INCIDENTE GRAVE,JOÃO PESSOA,PB,SNJO,07/03/2018,07,03,2018
77736,INCIDENTE,CAMPINAS,SP,SBKP,07/03/2018,07,03,2018
77730,INCIDENTE,NOBRES,MT,SWVZ,08/03/2018,08,03,2018
77732,ACIDENTE,JOINVILLE,SC,****,08/03/2018,08,03,2018
77856,INCIDENTE,CACOAL,RO,SSKW,09/03/2018,09,03,2018
77742,ACIDENTE,URUÇUÍ,PI,****,10/03/2018,10,03,2018
77740,INCIDENTE,SÃO PAULO,SP,SBMT,11/03/2018,11,03,2018
77741,ACIDENTE,CIANORTE,PR,****,11/03/2018,11,03,2018
77747,INCIDENTE,TATUÍ,SP,SDTF,11/03/2018,11,03,2018
77743,ACIDENTE,JABOTICABAL,SP,****,13/03/2018,13,03,2018
77749,ACIDENTE,MONTES CLAROS,MG,****,14/03/2018,14,03,2018
77750,ACIDENTE,CURRALINHO,PA,****,15/03/2018,15,03,2018
77751,INCIDENTE,CAMPINAS,SP,SDAM,16/03/2018,16,03,2018
77752,ACIDENTE,ORIXIMINÁ,PA,****,16/03/2018,16,03,2018
77753,ACIDENTE,AVANHANDAVA,SP,****,16/03/2018,16,03,2018
77754,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,17/03/2018,17,03,2018
77755,INCIDENTE GRAVE,MARAGOGI,AL,****,18/03/2018,18,03,2018
77756,INCIDENTE GRAVE,IGARASSU,PE,SIFC,18/03/2018,18,03,2018
77757,INCIDENTE GRAVE,TORRES,RS,SBTR,18/03/2018,18,03,2018
77761,INCIDENTE GRAVE,SINOP,MT,SWVR,18/03/2018,18,03,2018
77771,ACIDENTE,SETUBINHA,MG,****,18/03/2018,18,03,2018
77863,INCIDENTE,SÃO LUÍS,MA,SBSL,18/03/2018,18,03,2018
77764,INCIDENTE,SÃO PAULO,SP,SBSP,21/03/2018,21,03,2018
77765,INCIDENTE GRAVE,JACAREACANGA,PA,SNKH,21/03/2018,21,03,2018
78067,INCIDENTE,SÃO PAULO,SP,****,21/03/2018,21,03,2018
77770,ACIDENTE,ARAÇATUBA,SP,****,22/03/2018,22,03,2018
77805,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,22/03/2018,22,03,2018
77838,INCIDENTE,LIMEIRA DO OESTE,MG,****,22/03/2018,22,03,2018
77766,ACIDENTE,CANELA,RS,SSCN,23/03/2018,23,03,2018
77768,ACIDENTE,NOVA IGUAÇU,RJ,****,23/03/2018,23,03,2018
77780,INCIDENTE,FORTALEZA,CE,SBFZ,23/03/2018,23,03,2018
77782,INCIDENTE,SALVADOR,BA,SBSV,23/03/2018,23,03,2018
77769,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,24/03/2018,24,03,2018
77773,ACIDENTE,BRAGANÇA PAULISTA,SP,****,25/03/2018,25,03,2018
77775,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,25/03/2018,25,03,2018
77774,INCIDENTE,PORTO VELHO,RO,SBPV,27/03/2018,27,03,2018
77859,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,27/03/2018,27,03,2018
77778,ACIDENTE,TAILÂNDIA,PA,****,28/03/2018,28,03,2018
77779,INCIDENTE,SÃO PAULO,SP,SBSP,28/03/2018,28,03,2018
77816,ACIDENTE,AQUIDAUANA,MS,SSGX,28/03/2018,28,03,2018
77781,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,30/03/2018,30,03,2018
77787,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,30/03/2018,30,03,2018
77785,ACIDENTE,ROSÁRIO,MA,****,01/04/2018,01,04,2018
77790,INCIDENTE,ROSÁRIO,MA,****,01/04/2018,01,04,2018
77784,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,SDOW,02/04/2018,02,04,2018
77793,ACIDENTE,LUCAS DO RIO VERDE,MT,****,02/04/2018,02,04,2018
77786,ACIDENTE,SANTANA DO ARAGUAIA,PA,****,03/04/2018,03,04,2018
77792,ACIDENTE,NOVA PORTEIRINHA,MG,****,03/04/2018,03,04,2018
77839,INCIDENTE,LONDRINA,PR,SBLO,03/04/2018,03,04,2018
77789,INCIDENTE GRAVE,RECIFE,PE,SBRF,05/04/2018,05,04,2018
77842,INCIDENTE,JUNDIAÍ,SP,SBJD,05/04/2018,05,04,2018
77791,INCIDENTE GRAVE,TERESÓPOLIS,RJ,****,06/04/2018,06,04,2018
77800,INCIDENTE,PORTO ALEGRE,RS,SBPA,06/04/2018,06,04,2018
77847,ACIDENTE,JANDAIA,GO,****,06/04/2018,06,04,2018
77794,INCIDENTE,SÃO PAULO,SP,SBMT,08/04/2018,08,04,2018
77803,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,09/04/2018,09,04,2018
77807,ACIDENTE,CAMPO GRANDE,MS,SBCG,10/04/2018,10,04,2018
77809,INCIDENTE,FORMOSA DO RIO PRETO,BA,SWVI,10/04/2018,10,04,2018
77808,ACIDENTE,ELDORADO DO SUL,RS,SIXE,11/04/2018,11,04,2018
77819,ACIDENTE,RECURSOLÂNDIA,TO,****,12/04/2018,12,04,2018
77848,INCIDENTE GRAVE,RIO VERDE,GO,****,12/04/2018,12,04,2018
77814,INCIDENTE,PORTO ALEGRE,RS,****,14/04/2018,14,04,2018
77823,ACIDENTE,IPATINGA,MG,****,14/04/2018,14,04,2018
77830,ACIDENTE,BARÃO DE MELGAÇO,MT,****,15/04/2018,15,04,2018
77826,ACIDENTE,MONTIVIDIU,GO,####,16/04/2018,16,04,2018
77818,INCIDENTE,SÃO PAULO,SP,SBMT,17/04/2018,17,04,2018
77820,ACIDENTE,NOVA ESPERANÇA,PR,****,17/04/2018,17,04,2018
77840,ACIDENTE,BARCELOS,AM,****,17/04/2018,17,04,2018
77846,INCIDENTE,LONDRINA,PR,SSOK,17/04/2018,17,04,2018
77827,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,19/04/2018,19,04,2018
77832,INCIDENTE,VITÓRIA,ES,SBVT,20/04/2018,20,04,2018
77836,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,20/04/2018,20,04,2018
77835,INCIDENTE,CORUMBÁ,MS,SSNV,21/04/2018,21,04,2018
77841,INCIDENTE GRAVE,NOSSA SENHORA DO LIVRAMENTO,MT,****,21/04/2018,21,04,2018
77849,INCIDENTE GRAVE,LONDRINA,PR,****,27/04/2018,27,04,2018
77861,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,SDOW,27/04/2018,27,04,2018
77851,INCIDENTE GRAVE,PORTO NACIONAL,TO,SWEJ,28/04/2018,28,04,2018
77852,ACIDENTE,PRIMAVERA DO LESTE,MT,****,28/04/2018,28,04,2018
77853,ACIDENTE,GOIÂNIA,GO,SWNV,29/04/2018,29,04,2018
77860,ACIDENTE,LONDRINA,PR,****,29/04/2018,29,04,2018
77850,ACIDENTE,NOVA OLINDA DO NORTE,AM,****,30/04/2018,30,04,2018
79567,ACIDENTE,UBATUBA,SP,SDUB,01/05/2018,01,05,2018
77862,INCIDENTE GRAVE,BALSAS,MA,****,03/05/2018,03,05,2018
77864,ACIDENTE,PARAGOMINAS,PA,****,03/05/2018,03,05,2018
77865,ACIDENTE,CURITIBANOS,SC,****,04/05/2018,04,05,2018
77866,ACIDENTE,VINHEDO,SP,****,05/05/2018,05,05,2018
77867,INCIDENTE,GAVIÃO PEIXOTO,SP,SBGP,05/05/2018,05,05,2018
77868,ACIDENTE,QUARTO CENTENÁRIO,PR,****,06/05/2018,06,05,2018
77871,INCIDENTE,PALMAS,PR,SBPJ,07/05/2018,07,05,2018
77878,ACIDENTE,CHAPADÃO DO CÉU,GO,****,07/05/2018,07,05,2018
77872,ACIDENTE,CAMPO FLORIDO,MG,****,08/05/2018,08,05,2018
77886,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,08/05/2018,08,05,2018
77875,INCIDENTE,BELO HORIZONTE,MG,SBPR,09/05/2018,09,05,2018
77877,ACIDENTE,RIO DE JANEIRO,RJ,****,09/05/2018,09,05,2018
77890,INCIDENTE,SOROCABA,SP,SDCO,16/05/2018,16,05,2018
77891,INCIDENTE,SÃO PAULO,SP,SBMT,16/05/2018,16,05,2018
77893,ACIDENTE,SALTO DE PIRAPORA,SP,****,16/05/2018,16,05,2018
77895,ACIDENTE,ITACOATIARA,AM,****,16/05/2018,16,05,2018
77894,INCIDENTE,SÃO PAULO,SP,SBMT,17/05/2018,17,05,2018
77896,INCIDENTE GRAVE,IRAÍ DE MINAS,MG,****,17/05/2018,17,05,2018
77898,INCIDENTE,CARATINGA,MG,SNCT,17/05/2018,17,05,2018
77899,INCIDENTE,SÃO PAULO,SP,SBMT,17/05/2018,17,05,2018
77900,ACIDENTE,ITAITUBA,PA,****,19/05/2018,19,05,2018
77901,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,19/05/2018,19,05,2018
77904,INCIDENTE GRAVE,JUIZ DE FORA,MG,SBJF,20/05/2018,20,05,2018
77909,INCIDENTE,ESTEIO,RS,****,20/05/2018,20,05,2018
77903,INCIDENTE,UBERLÂNDIA,MG,SBUL,21/05/2018,21,05,2018
77917,ACIDENTE,ÁGUA LIMPA,GO,****,21/05/2018,21,05,2018
77957,INCIDENTE,ANGRA DOS REIS,RJ,****,21/05/2018,21,05,2018
77905,ACIDENTE,MANAUS,AM,****,22/05/2018,22,05,2018
77911,INCIDENTE GRAVE,FIGUEIRÓPOLIS,TO,****,22/05/2018,22,05,2018
77910,ACIDENTE,ITANHAÉM,SP,****,23/05/2018,23,05,2018
77918,INCIDENTE GRAVE,CHAPADÃO DO CÉU,GO,****,23/05/2018,23,05,2018
78035,INCIDENTE GRAVE,GOIÂNIA,GO,****,25/05/2018,25,05,2018
77916,INCIDENTE,CURITIBA,PR,SBBI,28/05/2018,28,05,2018
77923,INCIDENTE GRAVE,SÃO FÉLIX DO ARAGUAIA,MT,SNDP,30/05/2018,30,05,2018
77924,INCIDENTE,PARNAÍBA,PI,SBPB,31/05/2018,31,05,2018
77919,ACIDENTE,TATUÍ,SP,****,01/06/2018,01,06,2018
77921,INCIDENTE GRAVE,SÃO PAULO,SP,****,01/06/2018,01,06,2018
77943,INCIDENTE,SÃO PAULO,SP,SBMT,02/06/2018,02,06,2018
77934,INCIDENTE GRAVE,BARRETOS,SP,SNBA,03/06/2018,03,06,2018
77930,INCIDENTE,MARÍLIA,SP,SBML,05/06/2018,05,06,2018
77933,ACIDENTE,CAÇAPAVA DO SUL,RS,****,06/06/2018,06,06,2018
77940,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,07/06/2018,07,06,2018
77942,ACIDENTE,BIRIGUI,SP,SJWQ,08/06/2018,08,06,2018
77935,INCIDENTE,BELO HORIZONTE,MG,SBBH,09/06/2018,09,06,2018
77936,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,09/06/2018,09,06,2018
77944,INCIDENTE,SÃO PAULO,SP,SBMT,09/06/2018,09,06,2018
77939,INCIDENTE,SÃO PAULO,SP,SBMT,10/06/2018,10,06,2018
77946,INCIDENTE,FOZ DO IGUAÇU,PR,****,11/06/2018,11,06,2018
78014,INCIDENTE,BELO HORIZONTE,MG,SBBH,15/06/2018,15,06,2018
77958,ACIDENTE,REDENÇÃO,PA,SNDC,16/06/2018,16,06,2018
77961,ACIDENTE,ESPÍRITO SANTO DO DOURADO,MG,****,16/06/2018,16,06,2018
77966,INCIDENTE,CHAPADÃO DO LAGEADO,SC,****,16/06/2018,16,06,2018
77978,INCIDENTE,GUARULHOS,SP,****,16/06/2018,16,06,2018
77963,ACIDENTE,BRASILÂNDIA,MS,SSZL,17/06/2018,17,06,2018
77969,INCIDENTE,TORRES,RS,SBTR,17/06/2018,17,06,2018
77967,INCIDENTE,SÃO PAULO,SP,****,19/06/2018,19,06,2018
77987,INCIDENTE,CURITIBA,PR,SBBI,20/06/2018,20,06,2018
77975,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,22/06/2018,22,06,2018
77974,ACIDENTE,PARAUAPEBAS,PA,****,23/06/2018,23,06,2018
77977,ACIDENTE,FORTALEZA,CE,****,23/06/2018,23,06,2018
77980,INCIDENTE,PORTO ALEGRE,RS,****,23/06/2018,23,06,2018
77991,INCIDENTE,BELO HORIZONTE,MG,****,23/06/2018,23,06,2018
77985,ACIDENTE,ITAITUBA,PA,****,25/06/2018,25,06,2018
77981,INCIDENTE,SÃO PAULO,SP,SBMT,26/06/2018,26,06,2018
77993,ACIDENTE,ITAITUBA,PA,****,27/06/2018,27,06,2018
78011,ACIDENTE,SORRISO,MT,****,27/06/2018,27,06,2018
77989,INCIDENTE,SANTARÉM,PA,SBSN,28/06/2018,28,06,2018
78010,INCIDENTE,NOVA PRATA,RS,****,28/06/2018,28,06,2018
77994,ACIDENTE,ITAITUBA,PA,****,29/06/2018,29,06,2018
77995,ACIDENTE,TORRES,RS,SBTR,30/06/2018,30,06,2018
78006,ACIDENTE,BOM JESUS DO GALHO,MG,****,01/07/2018,01,07,2018
78008,INCIDENTE,BELO HORIZONTE,MG,SBBH,01/07/2018,01,07,2018
77996,INCIDENTE,SÃO PAULO,SP,SBMT,02/07/2018,02,07,2018
78004,INCIDENTE GRAVE,PARATY,RJ,SDTK,02/07/2018,02,07,2018
78025,ACIDENTE,CUMARU DO NORTE,PA,****,03/07/2018,03,07,2018
78021,INCIDENTE,TANGARÁ DA SERRA,MT,SWTS,04/07/2018,04,07,2018
78013,INCIDENTE GRAVE,MONTES CLAROS,MG,SBMK,05/07/2018,05,07,2018
78015,INCIDENTE,GUARATINGUETÁ,SP,SBGW,08/07/2018,08,07,2018
78018,ACIDENTE,BAURU,SP,SBAE,08/07/2018,08,07,2018
78023,ACIDENTE,GOIÂNIA,GO,SWNV,08/07/2018,08,07,2018
78019,INCIDENTE,BELO HORIZONTE,MG,SBBH,09/07/2018,09,07,2018
78020,INCIDENTE,BELO HORIZONTE,MG,****,09/07/2018,09,07,2018
78144,INCIDENTE,SEBASTIÃO LEAL,PI,SWUV,09/07/2018,09,07,2018
78024,INCIDENTE,BELÉM,AL,SBBE,10/07/2018,10,07,2018
78026,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,10/07/2018,10,07,2018
78028,INCIDENTE,MARINGÁ,PR,SBMG,10/07/2018,10,07,2018
78031,ACIDENTE,ITÁPOLIS,SP,SDIO,12/07/2018,12,07,2018
78034,INCIDENTE,JUAZEIRO DO NORTE,CE,****,13/07/2018,13,07,2018
78057,INCIDENTE,RECIFE,PE,SBRF,13/07/2018,13,07,2018
78036,ACIDENTE,BOM DESPACHO,MG,SNGQ,14/07/2018,14,07,2018
78032,INCIDENTE GRAVE,MATINHOS,PR,****,16/07/2018,16,07,2018
78033,ACIDENTE,CONFINS,MG,SBCF,16/07/2018,16,07,2018
79530,ACIDENTE,RIACHO DAS ALMAS,PE,****,16/07/2018,16,07,2018
78037,INCIDENTE,SANTANA,AP,****,17/07/2018,17,07,2018
78041,INCIDENTE,RECIFE,PE,SBRF,18/07/2018,18,07,2018
78042,INCIDENTE GRAVE,SANTANA DO LIVRAMENTO,RS,SIXD,18/07/2018,18,07,2018
78061,INCIDENTE,CAMPO GRANDE,AL,SBCG,18/07/2018,18,07,2018
78045,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,20/07/2018,20,07,2018
78051,ACIDENTE,TIMON,MA,****,20/07/2018,20,07,2018
78053,INCIDENTE,SÃO PAULO,SP,SBMT,20/07/2018,20,07,2018
78123,INCIDENTE,RECIFE,PE,SBRF,20/07/2018,20,07,2018
78054,ACIDENTE,RIO DE JANEIRO,RJ,****,21/07/2018,21,07,2018
78052,ACIDENTE,GUARATUBA,PR,SSGB,22/07/2018,22,07,2018
78055,INCIDENTE GRAVE,CAIRU,BA,####,22/07/2018,22,07,2018
78058,ACIDENTE,PAULA FREITAS,PR,****,22/07/2018,22,07,2018
78066,INCIDENTE,PORTO FELIZ,SP,SJBM,23/07/2018,23,07,2018
78084,INCIDENTE,CAMPINAS,SP,SBKP,24/07/2018,24,07,2018
78075,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,25/07/2018,25,07,2018
78071,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,26/07/2018,26,07,2018
78072,INCIDENTE,RIO DE JANEIRO,RJ,****,26/07/2018,26,07,2018
78076,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,27/07/2018,27,07,2018
78082,INCIDENTE,LONDRINA,PR,SBLO,27/07/2018,27,07,2018
78088,INCIDENTE,BELO HORIZONTE,MG,SBBH,27/07/2018,27,07,2018
78091,INCIDENTE,LONDRINA,PR,SBLO,27/07/2018,27,07,2018
78080,ACIDENTE,ITAPEMA,SC,****,28/07/2018,28,07,2018
78153,INCIDENTE,SÃO PAULO,SP,SBMT,28/07/2018,28,07,2018
78078,INCIDENTE GRAVE,CARIDADE,CE,****,29/07/2018,29,07,2018
78079,ACIDENTE,SÃO PAULO,SP,SBMT,29/07/2018,29,07,2018
78081,ACIDENTE,PONTA GROSSA,PR,SSZW,29/07/2018,29,07,2018
78085,INCIDENTE,MANAUS,AM,SBEG,30/07/2018,30,07,2018
78093,INCIDENTE GRAVE,COCALINHO,MT,SWEF,30/07/2018,30,07,2018
78089,INCIDENTE,RIO BRANCO,AC,SBRB,31/07/2018,31,07,2018
78095,INCIDENTE,SALVADOR,BA,SBSV,31/07/2018,31,07,2018
78099,ACIDENTE,PLANALTINA,GO,****,01/08/2018,01,08,2018
78094,INCIDENTE,PALMAS,PR,SBPJ,02/08/2018,02,08,2018
78098,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,03/08/2018,03,08,2018
78102,INCIDENTE GRAVE,OSÓRIO,RS,SSOS,04/08/2018,04,08,2018
78103,ACIDENTE,CHORÓ,CE,****,06/08/2018,06,08,2018
78105,INCIDENTE,SÃO LUÍS,MA,SBSL,09/08/2018,09,08,2018
78108,ACIDENTE,DOMINGOS MARTINS,ES,****,10/08/2018,10,08,2018
78109,INCIDENTE,CUIABÁ,MT,SBCY,11/08/2018,11,08,2018
78110,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,11/08/2018,11,08,2018
78111,ACIDENTE,GOIÂNIA,GO,****,11/08/2018,11,08,2018
78121,INCIDENTE GRAVE,SÃO SEBASTIÃO DO PARAÍSO,MG,SNPY,12/08/2018,12,08,2018
78117,INCIDENTE,PORTO VELHO,RO,SBPV,13/08/2018,13,08,2018
78186,INCIDENTE,BELO HORIZONTE,MG,SBPR,14/08/2018,14,08,2018
78125,INCIDENTE GRAVE,SINOP,MT,SWSI,16/08/2018,16,08,2018
78134,INCIDENTE,MARINGÁ,PR,SBMG,16/08/2018,16,08,2018
78138,INCIDENTE,GOIÂNIA,GO,SWNV,17/08/2018,17,08,2018
78137,ACIDENTE,ELDORADO DO SUL,RS,SIXE,21/08/2018,21,08,2018
78140,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,21/08/2018,21,08,2018
78141,INCIDENTE,RIO DE JANEIRO,RJ,SBCB,23/08/2018,23,08,2018
78143,INCIDENTE GRAVE,VILHENA,RO,SBVH,23/08/2018,23,08,2018
78146,INCIDENTE,GOIÂNIA,GO,SBGO,23/08/2018,23,08,2018
78147,ACIDENTE,CUNHA,SP,****,24/08/2018,24,08,2018
78149,INCIDENTE,JUNDIAÍ,SP,SBJD,24/08/2018,24,08,2018
78152,INCIDENTE,BARREIRAS,BA,SNDH,25/08/2018,25,08,2018
78154,INCIDENTE GRAVE,BARRETOS,SP,****,25/08/2018,25,08,2018
78157,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,27/08/2018,27,08,2018
78158,ACIDENTE,CACHOEIRA DO SUL,RS,****,28/08/2018,28,08,2018
78165,INCIDENTE,SALVADOR,BA,SBSV,28/08/2018,28,08,2018
78163,INCIDENTE,GUARULHOS,SP,SBGR,29/08/2018,29,08,2018
78160,ACIDENTE,INHAMBUPE,BA,****,30/08/2018,30,08,2018
78161,ACIDENTE,TAQUARAÇU DE MINAS,MG,****,01/09/2018,01,09,2018
78162,ACIDENTE,SANTA RITA,PB,****,02/09/2018,02,09,2018
78172,ACIDENTE,VILA RICA,MT,****,05/09/2018,05,09,2018
78185,INCIDENTE,BELO HORIZONTE,MG,SBPR,05/09/2018,05,09,2018
78171,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,06/09/2018,06,09,2018
78175,ACIDENTE,ITAPACI,GO,****,06/09/2018,06,09,2018
78174,INCIDENTE,SALVADOR,BA,SBSV,07/09/2018,07,09,2018
78176,ACIDENTE,ARAÇATUBA,SP,SBAU,10/09/2018,10,09,2018
78184,INCIDENTE,BELO HORIZONTE,MG,SBPR,10/09/2018,10,09,2018
78182,ACIDENTE,BOA VIAGEM,CE,****,14/09/2018,14,09,2018
78183,ACIDENTE,IPUMIRIM,SC,****,15/09/2018,15,09,2018
78187,INCIDENTE,GUARULHOS,SP,SBGR,15/09/2018,15,09,2018
78189,INCIDENTE,SANTARÉM,PA,SNSH,18/09/2018,18,09,2018
78188,INCIDENTE,MANAUS,AM,SBEG,19/09/2018,19,09,2018
78192,INCIDENTE,LENÇÓIS,BA,SBLE,19/09/2018,19,09,2018
78201,INCIDENTE GRAVE,ÁGUA BOA,MT,SWHP,21/09/2018,21,09,2018
78198,ACIDENTE,ATIBAIA,SP,SDTB,22/09/2018,22,09,2018
78230,INCIDENTE GRAVE,TERESINA DE GOIÁS,GO,****,22/09/2018,22,09,2018
78200,ACIDENTE,FOZ DO IGUAÇU,PR,SBFI,24/09/2018,24,09,2018
78205,INCIDENTE,CAMPO GRANDE,AL,SBCG,25/09/2018,25,09,2018
78203,INCIDENTE GRAVE,SÃO PAULO,SP,SBGR,26/09/2018,26,09,2018
78249,INCIDENTE GRAVE,BEBEDOURO,SP,SDBB,26/09/2018,26,09,2018
78202,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,27/09/2018,27,09,2018
78204,INCIDENTE,BELO HORIZONTE,MG,SBBH,27/09/2018,27,09,2018
78206,INCIDENTE GRAVE,MANAUS,AM,SWFN,27/09/2018,27,09,2018
78207,ACIDENTE,RAPOSA,MA,SIPB,28/09/2018,28,09,2018
78220,INCIDENTE,GUARATINGUETÁ,SP,SBGW,28/09/2018,28,09,2018
78208,INCIDENTE,BELO HORIZONTE,MG,SBPR,29/09/2018,29,09,2018
78213,ACIDENTE,GUARABIRA,PB,****,29/09/2018,29,09,2018
78231,INCIDENTE GRAVE,ITAUÇU,GO,****,30/09/2018,30,09,2018
78214,INCIDENTE,BELO HORIZONTE,MG,SBBH,01/10/2018,01,10,2018
78228,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,01/10/2018,01,10,2018
78298,INCIDENTE,BRASÍLIA,DF,****,04/10/2018,04,10,2018
78233,INCIDENTE,GOIÂNIA,GO,SBGO,05/10/2018,05,10,2018
78235,INCIDENTE GRAVE,PASSO FUNDO,RS,SBPF,08/10/2018,08,10,2018
78237,INCIDENTE,BELO HORIZONTE,MG,SBBH,09/10/2018,09,10,2018
78247,INCIDENTE,UBERABA,MG,SBUR,09/10/2018,09,10,2018
78238,ACIDENTE,BELMONTE,BA,****,11/10/2018,11,10,2018
78240,ACIDENTE,GUARUJÁ,SP,*****,11/10/2018,11,10,2018
78241,INCIDENTE GRAVE,EXTREMOZ,RN,****,12/10/2018,12,10,2018
78239,ACIDENTE,ENGENHEIRO COELHO,SP,****,13/10/2018,13,10,2018
78243,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,13/10/2018,13,10,2018
78246,ACIDENTE,ESMERALDAS,MG,****,13/10/2018,13,10,2018
78254,INCIDENTE,MONTES CLAROS,MG,SBMK,16/10/2018,16,10,2018
78260,INCIDENTE,GOIÂNIA,GO,SBGO,16/10/2018,16,10,2018
78256,ACIDENTE,MARINGÁ,PR,SBMG,18/10/2018,18,10,2018
78258,INCIDENTE,SÃO PAULO,SP,SBMT,18/10/2018,18,10,2018
78287,INCIDENTE,AMERICANA,SP,****,18/10/2018,18,10,2018
78293,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,19/10/2018,19,10,2018
78263,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,22/10/2018,22,10,2018
78266,INCIDENTE,VITÓRIA,ES,SBVT,22/10/2018,22,10,2018
78264,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,23/10/2018,23,10,2018
78273,INCIDENTE,PORTO SEGURO,BA,SBTV,25/10/2018,25,10,2018
78274,INCIDENTE,CAMPINAS,SP,****,26/10/2018,26,10,2018
78275,ACIDENTE,PAUINI,AM,****,27/10/2018,27,10,2018
78276,ACIDENTE,MIRANDA,MS,****,30/10/2018,30,10,2018
78282,ACIDENTE,GUAPIAÇU,SP,****,30/10/2018,30,10,2018
78334,INCIDENTE,MANAUS,AM,SBEG,30/10/2018,30,10,2018
78278,INCIDENTE GRAVE,MACEIÓ,AL,SNGS,31/10/2018,31,10,2018
