codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano
46340,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,16/09/2012,16,09,2012
52068,INCIDENTE,JUNDIAÍ,SP,SBJD,16/09/2012,16,09,2012
46691,INCIDENTE,RIO GRANDE,RS,****,17/09/2012,17,09,2012
46341,INCIDENTE,BACABAL,MA,****,18/09/2012,18,09,2012
46359,INCIDENTE,VITÓRIA,ES,SBVT,18/09/2012,18,09,2012
46362,INCIDENTE,BELO HORIZONTE,MG,SBBH,18/09/2012,18,09,2012
46519,INCIDENTE,PORTO ALEGRE,RS,SBPA,18/09/2012,18,09,2012
46354,ACIDENTE,ITAMARAJU,BA,****,19/09/2012,19,09,2012
46652,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,19/09/2012,19,09,2012
46689,INCIDENTE,LONDRINA,PR,SBLO,20/09/2012,20,09,2012
46373,INCIDENTE GRAVE,PARAUAPEBAS,PA,****,21/09/2012,21,09,2012
46655,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,21/09/2012,21,09,2012
46356,ACIDENTE,TAPIRAMUTÁ,BA,****,22/09/2012,22,09,2012
46377,INCIDENTE,RIO BRANCO,AC,SBRB,22/09/2012,22,09,2012
46378,INCIDENTE GRAVE,BARREIRAS,BA,SNDH,22/09/2012,22,09,2012
46379,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,22/09/2012,22,09,2012
46523,INCIDENTE,BELO HORIZONTE,MG,SBBH,22/09/2012,22,09,2012
46411,ACIDENTE,BELÉM,PA,SBBE,23/09/2012,23,09,2012
46452,INCIDENTE,LONDRINA,PR,SBLO,23/09/2012,23,09,2012
46477,INCIDENTE,CRUZEIRO DO SUL,AC,****,23/09/2012,23,09,2012
46521,INCIDENTE,JUNDIAÍ,SP,SBJD,23/09/2012,23,09,2012
46368,ACIDENTE,SÃO PAULO,SP,****,24/09/2012,24,09,2012
46412,ACIDENTE,ILHÉUS,BA,SBIL,24/09/2012,24,09,2012
46413,ACIDENTE,UBERLÂNDIA,MG,SJPT,24/09/2012,24,09,2012
46417,ACIDENTE,LONDRINA,PR,SSOK,24/09/2012,24,09,2012
46419,ACIDENTE,CANTÁ,RR,****,24/09/2012,24,09,2012
46450,INCIDENTE GRAVE,NOVO ARIPUANÃ,AM,****,24/09/2012,24,09,2012
46414,ACIDENTE,UBATUBA,SP,****,25/09/2012,25,09,2012
46415,ACIDENTE,FOZ DO IGUAÇU,PR,SSHS,25/09/2012,25,09,2012
46453,INCIDENTE,NAVEGANTES,SC,SBNF,25/09/2012,25,09,2012
46478,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,25/09/2012,25,09,2012
46454,INCIDENTE,BOA VISTA,RR,SBBV,26/09/2012,26,09,2012
46455,INCIDENTE,RIO DE JANEIRO,RJ,****,26/09/2012,26,09,2012
46456,INCIDENTE,SALVADOR,BA,SBSV,27/09/2012,27,09,2012
46416,ACIDENTE,SÃO BORJA,RS,SSSB,28/09/2012,28,09,2012
46446,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,28/09/2012,28,09,2012
46495,INCIDENTE,CURITIBA,PR,****,28/09/2012,28,09,2012
46515,INCIDENTE,RECIFE,PE,SBRF,28/09/2012,28,09,2012
46516,INCIDENTE,BRASÍLIA,DF,****,29/09/2012,29,09,2012
46517,INCIDENTE,SÃO PAULO,SP,SBMT,30/09/2012,30,09,2012
46473,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,01/10/2012,01,10,2012
46438,INCIDENTE GRAVE,ARTUR NOGUEIRA,SP,****,02/10/2012,02,10,2012
46434,ACIDENTE,JUQUIÁ,SP,****,03/10/2012,03,10,2012
46439,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,03/10/2012,03,10,2012
46443,INCIDENTE GRAVE,TEFÉ,AM,SBTF,03/10/2012,03,10,2012
46518,INCIDENTE,PORTO ALEGRE,RS,SBPA,03/10/2012,03,10,2012
46695,INCIDENTE,VITÓRIA,ES,SBVT,03/10/2012,03,10,2012
46479,INCIDENTE,LONDRINA,PR,SBLO,04/10/2012,04,10,2012
50693,ACIDENTE,GURINHATÃ,MG,****,04/10/2012,04,10,2012
46474,INCIDENTE,GUARULHOS,SP,SBGR,05/10/2012,05,10,2012
46476,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,05/10/2012,05,10,2012
46480,INCIDENTE,GOIÂNIA,GO,SBGO,05/10/2012,05,10,2012
46445,INCIDENTE GRAVE,CATANDUVA,SP,SDCD,07/10/2012,07,10,2012
46432,ACIDENTE,SANTA CRUZ DO ARARI,PA,****,08/10/2012,08,10,2012
46475,INCIDENTE,CAMPO GRANDE,MS,SBCG,09/10/2012,09,10,2012
46481,INCIDENTE,BELO HORIZONTE,MG,SBBH,09/10/2012,09,10,2012
46433,INCIDENTE,MARICÁ,RJ,****,10/10/2012,10,10,2012
46449,ACIDENTE,PORTO ALEGRE,RS,SBPA,10/10/2012,10,10,2012
46471,INCIDENTE,CARAUARI,AM,SWCA,10/10/2012,10,10,2012
46472,INCIDENTE,JOÃO PESSOA,PB,SBJP,10/10/2012,10,10,2012
46448,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,11/10/2012,11,10,2012
46484,INCIDENTE,BRASÍLIA,DF,SBBR,11/10/2012,11,10,2012
46696,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,11/10/2012,11,10,2012
46431,ACIDENTE,CAMPINAS,SP,SBKP,13/10/2012,13,10,2012
46571,ACIDENTE,LONDRINA,PR,****,13/10/2012,13,10,2012
46594,INCIDENTE GRAVE,POÇOS DE CALDAS,MG,SBPC,13/10/2012,13,10,2012
46485,INCIDENTE,PORTO SEGURO,BA,SBPS,14/10/2012,14,10,2012
46486,INCIDENTE,TERESINA,PI,SBTE,14/10/2012,14,10,2012
50712,ACIDENTE,AMERICANA,SP,SDAI,14/10/2012,14,10,2012
46613,INCIDENTE,SÃO PAULO,SP,SBMT,15/10/2012,15,10,2012
46487,INCIDENTE,BRASÍLIA,DF,SBBR,16/10/2012,16,10,2012
46650,INCIDENTE,CAMPINAS,SP,SBKP,17/10/2012,17,10,2012
46674,INCIDENTE,RONDONÓPOLIS,MT,SWRD,17/10/2012,17,10,2012
46581,ACIDENTE,CAMPINA GRANDE DO SUL,PR,****,18/10/2012,18,10,2012
46514,ACIDENTE,CAMPO GRANDE,MS,****,20/10/2012,20,10,2012
46648,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,20/10/2012,20,10,2012
46649,INCIDENTE,CAMPINAS,SP,****,20/10/2012,20,10,2012
46625,INCIDENTE,PALMAS,TO,SBPJ,21/10/2012,21,10,2012
46577,INCIDENTE,CAMETÁ,PA,****,22/10/2012,22,10,2012
46513,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,****,23/10/2012,23,10,2012
46647,INCIDENTE,PORTO ALEGRE,RS,SBPA,23/10/2012,23,10,2012
46497,ACIDENTE,PORTO ALEGRE,RS,SSBN,24/10/2012,24,10,2012
46574,INCIDENTE,BRASÍLIA,DF,SBBR,24/10/2012,24,10,2012
46498,ACIDENTE,SENTO SÉ,BA,****,25/10/2012,25,10,2012
46512,ACIDENTE,JABOTICABAL,SP,****,25/10/2012,25,10,2012
46675,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,25/10/2012,25,10,2012
46676,INCIDENTE,CARLOS CHAGAS,MG,****,25/10/2012,25,10,2012
52069,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,25/10/2012,25,10,2012
46698,INCIDENTE,CABO FRIO,RJ,SBCB,26/10/2012,26,10,2012
46499,ACIDENTE,CAMPINA VERDE,MG,****,27/10/2012,27,10,2012
46624,INCIDENTE,GOIÂNIA,GO,SBGO,27/10/2012,27,10,2012
46639,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,27/10/2012,27,10,2012
46677,INCIDENTE,GUARULHOS,SP,SBGR,27/10/2012,27,10,2012
52070,INCIDENTE,RIO BRANCO,AC,SBRB,27/10/2012,27,10,2012
46576,INCIDENTE GRAVE,IPATINGA,MG,SBIP,28/10/2012,28,10,2012
46679,INCIDENTE,SANTANA DO ARAGUAIA,PA,SNKE,28/10/2012,28,10,2012
46575,INCIDENTE,RECIFE,PE,SBRF,29/10/2012,29,10,2012
46699,INCIDENTE,MACAÉ,RJ,****,29/10/2012,29,10,2012
46822,INCIDENTE,ROSÁRIO OESTE,MT,****,29/10/2012,29,10,2012
46496,ACIDENTE,SOROCABA,SP,****,31/10/2012,31,10,2012
46562,ACIDENTE,CANARANA,MT,****,31/10/2012,31,10,2012
46582,ACIDENTE,CHAPADA DOS GUIMARÃES,MT,****,01/11/2012,01,11,2012
46597,INCIDENTE,MARABÁ,PA,SBMA,01/11/2012,01,11,2012
46604,INCIDENTE,BRASÍLIA,DF,SBBR,01/11/2012,01,11,2012
46563,ACIDENTE,ARUANÃ,GO,****,02/11/2012,02,11,2012
46572,INCIDENTE GRAVE,CURITIBA,PR,SBBI,02/11/2012,02,11,2012
46589,ACIDENTE,RECIFE,PE,SNEM,02/11/2012,02,11,2012
46564,ACIDENTE,GOIÂNIA,GO,SWNV,03/11/2012,03,11,2012
46588,ACIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,03/11/2012,03,11,2012
46565,ACIDENTE,COTEGIPE,BA,****,04/11/2012,04,11,2012
46683,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,04/11/2012,04,11,2012
46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,05/11/2012,05,11,2012
46573,INCIDENTE GRAVE,SANTO ÂNGELO,RS,SBNM,05/11/2012,05,11,2012
46673,INCIDENTE,MACEIÓ,AL,SBMO,05/11/2012,05,11,2012
46583,ACIDENTE,ALMIRANTE TAMANDARÉ,PR,****,06/11/2012,06,11,2012
46567,ACIDENTE,ALFENAS,MG,****,07/11/2012,07,11,2012
46592,ACIDENTE,QUERÊNCIA,MT,SNGV,07/11/2012,07,11,2012
46568,ACIDENTE,ALEGRETE,RS,****,08/11/2012,08,11,2012
46569,ACIDENTE,ALTÔNIA,PR,****,08/11/2012,08,11,2012
46584,ACIDENTE,ARAPUTANGA,MT,SWYH,08/11/2012,08,11,2012
46694,INCIDENTE,MONTES CLAROS,MG,****,09/11/2012,09,11,2012
46713,INCIDENTE,GOIÂNIA,GO,SBGO,09/11/2012,09,11,2012
46570,ACIDENTE,SÃO PAULO,SP,SBSP,11/11/2012,11,11,2012
52071,INCIDENTE,MACAÉ,RJ,****,11/11/2012,11,11,2012
46651,INCIDENTE,CURITIBA,PR,****,12/11/2012,12,11,2012
46585,ACIDENTE,BAGÉ,RS,SSCE,13/11/2012,13,11,2012
46598,INCIDENTE,PELOTAS,RS,SBPK,13/11/2012,13,11,2012
46633,ACIDENTE,ABADIA DE GOIÁS,GO,****,15/11/2012,15,11,2012
46586,ACIDENTE,URUAÇU,GO,****,16/11/2012,16,11,2012
46605,INCIDENTE,CAMPO GRANDE,MS,SBCG,17/11/2012,17,11,2012
46614,INCIDENTE,BRASÍLIA,DF,SBBR,18/11/2012,18,11,2012
46587,ACIDENTE,CAMPO GRANDE,MS,SBCG,19/11/2012,19,11,2012
46599,INCIDENTE,AGUDOS,SP,****,19/11/2012,19,11,2012
46606,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,19/11/2012,19,11,2012
46687,INCIDENTE,PELOTAS,RS,SBPK,19/11/2012,19,11,2012
46692,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,19/11/2012,19,11,2012
46600,INCIDENTE,SÃO PAULO,SP,SBMT,20/11/2012,20,11,2012
46616,INCIDENTE,VITÓRIA,ES,SBVT,20/11/2012,20,11,2012
46591,ACIDENTE,RIO DE JANEIRO,RJ,****,21/11/2012,21,11,2012
46618,INCIDENTE,BRASÍLIA,DF,SBBR,21/11/2012,21,11,2012
46629,INCIDENTE,ALIANÇA DO TOCANTINS,TO,****,21/11/2012,21,11,2012
46693,INCIDENTE,RIO LARGO,AL,****,21/11/2012,21,11,2012
46590,ACIDENTE,MARICÁ,RJ,SDMC,22/11/2012,22,11,2012
46615,INCIDENTE,SÃO LUÍS,MA,SBSL,22/11/2012,22,11,2012
46593,ACIDENTE,AMERICANA,SP,SDAI,23/11/2012,23,11,2012
46602,INCIDENTE,PINHEIRO,MA,SNYE,23/11/2012,23,11,2012
46612,ACIDENTE,CAMPINA GRANDE,PB,****,23/11/2012,23,11,2012
46617,INCIDENTE,SÃO PAULO,SP,SBMT,23/11/2012,23,11,2012
46603,INCIDENTE,SÃO PAULO,SP,SBMT,24/11/2012,24,11,2012
46714,INCIDENTE,CURITIBA,PR,SBBI,25/11/2012,25,11,2012
46628,INCIDENTE,GOIÂNIA,GO,SBGO,26/11/2012,26,11,2012
46715,INCIDENTE,LONDRINA,PR,SBLO,26/11/2012,26,11,2012
46716,INCIDENTE,CAMPINAS,SP,SBKP,27/11/2012,27,11,2012
46723,INCIDENTE,LONDRINA,PR,SBLO,27/11/2012,27,11,2012
52072,INCIDENTE,BELO HORIZONTE,MG,SBBH,27/11/2012,27,11,2012
46601,INCIDENTE,CAMPINAS,SP,SBKP,28/11/2012,28,11,2012
46626,INCIDENTE,ITAJUBÁ,MG,SNHH,29/11/2012,29,11,2012
46627,INCIDENTE,BELO HORIZONTE,MG,SBBH,29/11/2012,29,11,2012
46710,ACIDENTE,VILA VELHA,ES,****,29/11/2012,29,11,2012
46717,INCIDENTE,LONDRINA,PR,SBLO,29/11/2012,29,11,2012
46758,INCIDENTE,MANAUS,AM,SBEG,29/11/2012,29,11,2012
46630,ACIDENTE,JAÚ,SP,SDMV,01/12/2012,01,12,2012
46640,INCIDENTE,PALMAS,TO,SBPJ,01/12/2012,01,12,2012
46718,INCIDENTE,FORTALEZA,CE,****,01/12/2012,01,12,2012
46638,INCIDENTE,MANAUS,AM,SBEG,02/12/2012,02,12,2012
46707,INCIDENTE,GOIÂNIA,GO,SBGO,02/12/2012,02,12,2012
46719,INCIDENTE,CONFINS,MG,SBCF,02/12/2012,02,12,2012
46720,INCIDENTE,GOIÂNIA,GO,SBGO,04/12/2012,04,12,2012
46706,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,05/12/2012,05,12,2012
46748,ACIDENTE,JUSCIMEIRA,MT,****,05/12/2012,05,12,2012
46708,ACIDENTE,ITAQUI,RS,****,06/12/2012,06,12,2012
46712,INCIDENTE GRAVE,BELÉM,PA,SBJC,06/12/2012,06,12,2012
46721,INCIDENTE,GUARULHOS,SP,SBGR,06/12/2012,06,12,2012
46747,ACIDENTE,SORRISO,MT,****,06/12/2012,06,12,2012
46735,ACIDENTE,POCONÉ,MT,****,07/12/2012,07,12,2012
46746,ACIDENTE,PRIMAVERA DO LESTE,MT,SWPY,07/12/2012,07,12,2012
46765,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,07/12/2012,07,12,2012
46722,INCIDENTE,JUNDIAÍ,SP,SBJD,08/12/2012,08,12,2012
46845,ACIDENTE,FELIXLÂNDIA,MG,****,08/12/2012,08,12,2012
46703,ACIDENTE,OLIVEIRA,MG,****,10/12/2012,10,12,2012
46752,ACIDENTE,SANTA VITÓRIA DO PALMAR,RS,****,10/12/2012,10,12,2012
46766,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,10/12/2012,10,12,2012
46789,INCIDENTE,PORTO ALEGRE,RS,SBPA,10/12/2012,10,12,2012
46702,ACIDENTE,GOIÂNIA,GO,SWNV,11/12/2012,11,12,2012
46704,ACIDENTE,IBIÁ,MG,****,12/12/2012,12,12,2012
46705,INCIDENTE GRAVE,JUIZ DE FORA,MG,SBJF,12/12/2012,12,12,2012
46754,INCIDENTE GRAVE,SOURE,PA,SNSW,12/12/2012,12,12,2012
46790,INCIDENTE,SÃO PAULO,SP,SBSP,12/12/2012,12,12,2012
46751,ACIDENTE,URUGUAIANA,RS,SJDU,13/12/2012,13,12,2012
46767,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,13/12/2012,13,12,2012
46768,INCIDENTE,GOIÂNIA,GO,SBGO,13/12/2012,13,12,2012
46759,INCIDENTE,MACAÉ,RJ,SBME,15/12/2012,15,12,2012
46734,ACIDENTE,SÃO PAULO,SP,****,16/12/2012,16,12,2012
46749,INCIDENTE,RIO DE JANEIRO,RJ,****,16/12/2012,16,12,2012
46823,INCIDENTE GRAVE,ROSÁRIO DO SUL,RS,SSRZ,16/12/2012,16,12,2012
46763,INCIDENTE,RIO BRANCO,AC,SBRB,18/12/2012,18,12,2012
46753,ACIDENTE,ITÁPOLIS,SP,****,20/12/2012,20,12,2012
46756,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,20/12/2012,20,12,2012
46750,ACIDENTE,IPIRANGA DO NORTE,MT,****,21/12/2012,21,12,2012
46755,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,21/12/2012,21,12,2012
46760,INCIDENTE,CONFINS,MG,****,21/12/2012,21,12,2012
46761,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,21/12/2012,21,12,2012
46762,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,21/12/2012,21,12,2012
46764,INCIDENTE,IPIXUNA,AM,****,22/12/2012,22,12,2012
46842,ACIDENTE,ITUIUTABA,MG,****,22/12/2012,22,12,2012
46844,ACIDENTE,GURUPÁ,PA,SNGU,22/12/2012,22,12,2012
46757,INCIDENTE,CAMPINAS,SP,****,23/12/2012,23,12,2012
46791,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,25/12/2012,25,12,2012
46792,INCIDENTE,PORTO ALEGRE,RS,SBPA,26/12/2012,26,12,2012
46840,ACIDENTE,PARÁ DE MINAS,MG,****,26/12/2012,26,12,2012
46788,INCIDENTE,BOA VISTA,RR,SBBV,27/12/2012,27,12,2012
46841,ACIDENTE,ANGRA DOS REIS,RJ,SDMC,27/12/2012,27,12,2012
52073,INCIDENTE,SÃO SEBASTIÃO,SP,****,27/12/2012,27,12,2012
46793,INCIDENTE,SÃO PAULO,SP,****,28/12/2012,28,12,2012
46780,ACIDENTE,SANTA FÉ DO SUL,SP,****,29/12/2012,29,12,2012
46814,INCIDENTE,BELO HORIZONTE,MG,SBBH,29/12/2012,29,12,2012
46839,ACIDENTE,RIO DE JANEIRO,RJ,****,29/12/2012,29,12,2012
46910,INCIDENTE,UBATUBA,SP,****,29/12/2012,29,12,2012
46787,INCIDENTE,FORTALEZA,CE,SBFZ,30/12/2012,30,12,2012
46781,ACIDENTE,SONORA,MS,****,31/12/2012,31,12,2012
46811,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,01/01/2013,01,01,2013
46861,ACIDENTE,VIAMÃO,RS,****,02/01/2013,02,01,2013
46980,ACIDENTE,LUZIÂNIA,GO,****,02/01/2013,02,01,2013
46782,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,03/01/2013,03,01,2013
46857,ACIDENTE,CARAGUATATUBA,SP,****,03/01/2013,03,01,2013
46783,INCIDENTE,BELO HORIZONTE,MG,SBBH,04/01/2013,04,01,2013
46784,INCIDENTE,CAMPINAS,SP,SBKP,05/01/2013,05,01,2013
46785,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,05/01/2013,05,01,2013
46786,INCIDENTE,CAMPINAS,SP,SBKP,05/01/2013,05,01,2013
46812,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,05/01/2013,05,01,2013
46855,ACIDENTE,LUCAS DO RIO VERDE,MT,****,05/01/2013,05,01,2013
46813,INCIDENTE,TERESINA,PI,SBTE,07/01/2013,07,01,2013
46819,INCIDENTE,BRASÍLIA,DF,SBBR,07/01/2013,07,01,2013
46821,INCIDENTE,PONTA PORÃ,MS,SBPP,07/01/2013,07,01,2013
46820,INCIDENTE,MONTES CLAROS,MG,****,08/01/2013,08,01,2013
46876,INCIDENTE,BELO HORIZONTE,MG,SBBH,08/01/2013,08,01,2013
46877,INCIDENTE,GUARULHOS,SP,SBGR,09/01/2013,09,01,2013
47143,INCIDENTE,CAMPINAS,SP,SDAM,09/01/2013,09,01,2013
46860,ACIDENTE,RIO BRANCO,AC,SBRB,11/01/2013,11,01,2013
46863,INCIDENTE GRAVE,BOITUVA,SP,****,11/01/2013,11,01,2013
46896,INCIDENTE,RIO DE JANEIRO,RJ,****,11/01/2013,11,01,2013
46885,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,12/01/2013,12,01,2013
46905,INCIDENTE,ARACAJU,SE,****,12/01/2013,12,01,2013
46864,INCIDENTE GRAVE,CAMPO FLORIDO,MG,****,16/01/2013,16,01,2013
46884,INCIDENTE,CAMPINAS,SP,SBKP,16/01/2013,16,01,2013
46856,ACIDENTE,MARINGÁ,PR,SBMG,17/01/2013,17,01,2013
46858,ACIDENTE,PIRACICABA,SP,SDPW,18/01/2013,18,01,2013
46881,INCIDENTE,BIRITIBA-MIRIM,SP,SDIH,18/01/2013,18,01,2013
46859,ACIDENTE,CORNÉLIO PROCÓPIO,PR,****,19/01/2013,19,01,2013
46866,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,19/01/2013,19,01,2013
46878,INCIDENTE,LONDRINA,PR,SBLO,19/01/2013,19,01,2013
46879,INCIDENTE,LONDRINA,PR,SBLO,19/01/2013,19,01,2013
46883,INCIDENTE,LAGES,SC,SBLJ,20/01/2013,20,01,2013
47096,INCIDENTE,CAMPINAS,SP,SBKP,20/01/2013,20,01,2013
46854,ACIDENTE,SÃO PAULO,SP,****,21/01/2013,21,01,2013
46850,ACIDENTE,CANARANA,MT,SWEK,22/01/2013,22,01,2013
46868,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,22/01/2013,22,01,2013
46870,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,22/01/2013,22,01,2013
46871,ACIDENTE,LONDRINA,PR,SBLO,23/01/2013,23,01,2013
46872,ACIDENTE,LUÍS EDUARDO MAGALHÃES,BA,SSQZ,23/01/2013,23,01,2013
46897,INCIDENTE,PORTO ALEGRE,RS,SBPA,23/01/2013,23,01,2013
46973,ACIDENTE,PONTES E LACERDA,MT,****,23/01/2013,23,01,2013
46852,ACIDENTE,MANAUS,AM,SWFN,24/01/2013,24,01,2013
46869,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,24/01/2013,24,01,2013
46853,ACIDENTE,CAMPINA GRANDE,PB,SBJP,25/01/2013,25,01,2013
46862,ACIDENTE,BOITUVA,SP,****,25/01/2013,25,01,2013
46865,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,25/01/2013,25,01,2013
46874,INCIDENTE,MARABÁ PAULISTA,SP,SDNE,25/01/2013,25,01,2013
46904,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,25/01/2013,25,01,2013
46921,INCIDENTE,GOIÂNIA,GO,SBGO,25/01/2013,25,01,2013
46918,INCIDENTE GRAVE,IPIXUNA,AM,****,26/01/2013,26,01,2013
46873,ACIDENTE,RECIFE,PE,SNEM,27/01/2013,27,01,2013
46898,INCIDENTE,MANAUS,AM,****,27/01/2013,27,01,2013
47134,ACIDENTE,SÃO JOSÉ DOS CAMPOS,SP,****,28/01/2013,28,01,2013
46916,ACIDENTE,ALEGRETE,RS,****,29/01/2013,29,01,2013
46919,INCIDENTE GRAVE,RESENDE,RJ,SDRS,30/01/2013,30,01,2013
46972,ACIDENTE,PORTO BELO,SC,****,31/01/2013,31,01,2013
47060,INCIDENTE,BRASÍLIA,DF,SBBR,31/01/2013,31,01,2013
46922,INCIDENTE,MANICORÉ,AM,SBMY,01/02/2013,01,02,2013
46914,ACIDENTE,MANAUS,AM,SWFN,02/02/2013,02,02,2013
46969,ACIDENTE,CÂNDIDO MOTA,SP,****,03/02/2013,03,02,2013
46982,INCIDENTE,BRASÍLIA,DF,SBBR,04/02/2013,04,02,2013
47013,ACIDENTE,QUERÊNCIA,MT,****,04/02/2013,04,02,2013
47042,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,04/02/2013,04,02,2013
47111,INCIDENTE,LONDRINA,PR,SBLO,04/02/2013,04,02,2013
47200,INCIDENTE,LONDRINA,PR,SBLO,04/02/2013,04,02,2013
47014,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,05/02/2013,05,02,2013
46977,ACIDENTE,PORTO FELIZ,SP,****,06/02/2013,06,02,2013
46984,INCIDENTE,BARRETOS,SP,****,06/02/2013,06,02,2013
47063,INCIDENTE,CABO FRIO,RJ,SBCB,06/02/2013,06,02,2013
47099,INCIDENTE,CAMPINAS,SP,****,06/02/2013,06,02,2013
46987,INCIDENTE,SÃO PAULO,SP,SBMT,07/02/2013,07,02,2013
47012,ACIDENTE,CERES,GO,SWCZ,08/02/2013,08,02,2013
47049,INCIDENTE,MACAÉ,RJ,****,08/02/2013,08,02,2013
47055,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,09/02/2013,09,02,2013
47011,ACIDENTE,CERES,GO,SWCZ,10/02/2013,10,02,2013
47052,INCIDENTE,MANAUS,AM,****,11/02/2013,11,02,2013
47064,INCIDENTE,BRASÍLIA,DF,SBBR,11/02/2013,11,02,2013
47083,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,11/02/2013,11,02,2013
47019,ACIDENTE,PASSO FUNDO,RS,SSAQ,12/02/2013,12,02,2013
47065,INCIDENTE,ILHÉUS,BA,SBIL,12/02/2013,12,02,2013
47017,ACIDENTE,ROSÁRIO DO SUL,RS,****,13/02/2013,13,02,2013
47050,INCIDENTE,BRASÍLIA,DF,****,13/02/2013,13,02,2013
47056,INCIDENTE,CAÇAPAVA,SP,SDIP,13/02/2013,13,02,2013
47062,INCIDENTE,SANTA MARIA,RS,SBSM,13/02/2013,13,02,2013
47097,INCIDENTE,CAMPINAS,SP,SBKP,14/02/2013,14,02,2013
47015,ACIDENTE,PERDIZES,MG,SIPU,16/02/2013,16,02,2013
47016,ACIDENTE,LAGUNA,SC,****,16/02/2013,16,02,2013
47018,ACIDENTE,FORMOSA,GO,****,16/02/2013,16,02,2013
47023,INCIDENTE GRAVE,UBATUBA,SP,SDUB,16/02/2013,16,02,2013
47100,INCIDENTE,PIRASSUNUNGA,SP,****,16/02/2013,16,02,2013
47647,ACIDENTE,ARAGUARI,MG,SNAG,16/02/2013,16,02,2013
47025,ACIDENTE,GUAPIAÇU,SP,****,17/02/2013,17,02,2013
47112,INCIDENTE,DIVINÓPOLIS,MG,SNDV,17/02/2013,17,02,2013
47024,ACIDENTE,GUARACI,SP,****,18/02/2013,18,02,2013
47053,INCIDENTE,MACAÉ,RJ,****,18/02/2013,18,02,2013
47061,INCIDENTE,CONFINS,MG,****,18/02/2013,18,02,2013
47054,INCIDENTE,RIO BRANCO,AC,SBRB,19/02/2013,19,02,2013
47057,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,21/02/2013,21,02,2013
49115,ACIDENTE,VILA PROPÍCIO,GO,****,21/02/2013,21,02,2013
47047,ACIDENTE,CHAPADA,RS,****,22/02/2013,22,02,2013
47059,INCIDENTE,BRASÍLIA,DF,SBBR,22/02/2013,22,02,2013
47113,INCIDENTE,BELO HORIZONTE,MG,SBPR,22/02/2013,22,02,2013
47144,INCIDENTE,BRASÍLIA,DF,SBBR,22/02/2013,22,02,2013
47048,INCIDENTE GRAVE,ATIBAIA,SP,SDVH,23/02/2013,23,02,2013
47080,INCIDENTE GRAVE,BOITUVA,SP,SDOI,24/02/2013,24,02,2013
47084,INCIDENTE,BELO HORIZONTE,MG,SBBH,24/02/2013,24,02,2013
47074,ACIDENTE,ENGENHEIRO BELTRÃO,PR,****,25/02/2013,25,02,2013
