codigo_reporte;nome_especie;especie_especie;tamanho_sugerido
3861;Gaviões / Família accipitridae;Família accipitridae;
3861;Urubus;Família Cathartidae;MG
3863;Batuiruçu;(Pluvialis dominica);P
3865;Urubus;Família Cathartidae;MG
3867;Urubus;Família Cathartidae;MG
3869;Não identificado;Não identificado;P
3873;Urubus;Família Cathartidae;MG
3875;Carcará/carancho;(Caracara plancus);G
3877;Urubus;Família Cathartidae;MG
3881;Não identificado;Não identificado;MP
3883;Não identificado;Não identificado;P
3885;Não identificado;Não identificado;M
3887;Não identificado;Não identificado;P
3889;Não identificado;Não identificado;P
3891;Não identificado;Não identificado;P
3893;Não identificado;Não identificado;P
3895;Não identificado;Não identificado;P
3901;Não identificado;Não identificado;
3903;Quero-quero/tetéu;(Vanellus chilensis);M
3905;xx Outros (morcegos);xx Outros (morcegos);P
3907;Não identificado;Não identificado;P
3909;Não identificado;Não identificado;
3911;Não identificado;Não identificado;P
3913;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
3915;Urubus;Família Cathartidae;MG
3917;Coruja -buraqueira;(Athene cunicularia);P
3921;Urubus;Família Cathartidae;MG
3923;Corujas;Família Strigidae;P
3925;Não identificado;Não identificado;M
3927;Não identificado;Não identificado;P
3929;Não identificado;Não identificado;P
3931;Não identificado;Não identificado;P
3933;Urubus;Família Cathartidae;MG
3937;Urubus;Família Cathartidae;MG
3939;Quero-quero/tetéu;(Vanellus chilensis);M
3941;Carcará/carancho;(Caracara plancus);G
3943;Quero-quero/tetéu;(Vanellus chilensis);M
3945;Não identificado;Não identificado;
3947;Urubus;Família Cathartidae;MG
3949;Urubus;Família Cathartidae;MG
3951;Não identificado;Não identificado;
3953;Quero-quero/tetéu;(Vanellus chilensis);M
3955;Não identificado;Não identificado;P
3957;Urubus;Família Cathartidae;MG
3959;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
3961;Urubus;Família Cathartidae;MG
3963;Urubus;Família Cathartidae;MG
3973;Falcões;Família Falconidae;MG
3975;Urubus;Família Cathartidae;MG
3977;Urubus;Família Cathartidae;MG
3979;Carcará/carancho;(Caracara plancus);G
3979;Gavião-carijó;( Rupornis magnirostris);M
3981;xx Outros (morcegos);xx Outros (morcegos);P
3983;Não identificado;Não identificado;
3985;Carcará/carancho;(Caracara plancus);G
3985;Gavião-carijó;( Rupornis magnirostris);M
3987;Urubus;Família Cathartidae;MG
3989;Quero-quero/tetéu;(Vanellus chilensis);M
3989;Urubus;Família Cathartidae;MG
3991;Carcará/carancho;(Caracara plancus);G
3995;Urubus;Família Cathartidae;MG
3997;Carcará/carancho;(Caracara plancus);G
3999;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4001;Quero-quero/tetéu;(Vanellus chilensis);M
4003;Pato-do-mato;(Cairina moschata);MG
4005;Não identificado;Não identificado;M
4007;Urubus;Família Cathartidae;MG
4009;Andorinhas;família Hirundinidae;P
4011;Urubus;Família Cathartidae;MG
4013;Garças;Família Ardeidae;
4015;Urubus;Família Cathartidae;MG
4017;Quero-quero/tetéu;(Vanellus chilensis);M
4019;Não identificado;Não identificado;
4021;Pombo-doméstico;(Columba livia);P
4023;Andorinhão-do-temporal;(Chaetura meridionalis);MP
4025;Pombo-doméstico;(Columba livia);P
4027;Não identificado;Não identificado;P
4031;Quero-quero/tetéu;(Vanellus chilensis);M
4033;Quero-quero/tetéu;(Vanellus chilensis);M
4035;Não identificado;Não identificado;P
4037;Quero-quero/tetéu;(Vanellus chilensis);M
4039;Pombo-doméstico;(Columba livia);P
4041;Quero-quero/tetéu;(Vanellus chilensis);M
4045;Não identificado;Não identificado;MP
4049;Quero-quero/tetéu;(Vanellus chilensis);M
4051;Não identificado;Não identificado;
4053;Pombo-doméstico;(Columba livia);P
4055;Quero-quero/tetéu;(Vanellus chilensis);M
4057;Urubus;Família Cathartidae;MG
4059;Não identificado;Não identificado;
4061;Não identificado;Não identificado;
4063;Andorinhas;família Hirundinidae;P
4065;Urubus;Família Cathartidae;MG
4067;Urubus;Família Cathartidae;MG
4069;Urubus;Família Cathartidae;MG
4071;Não identificado;Não identificado;P
4073;Pombo-doméstico;(Columba livia);P
4075;Andorinhão-do-temporal;(Chaetura meridionalis);MP
4077;Não identificado;Não identificado;
4079;Urubus;Família Cathartidae;MG
4081;Não identificado;Não identificado;
4083;Quero-quero/tetéu;(Vanellus chilensis);M
4085;Urubus;Família Cathartidae;MG
4087;Urubus;Família Cathartidae;MG
4089;Urubus;Família Cathartidae;MG
4091;Urubus;Família Cathartidae;MG
4093;Corujas;Família Strigidae;P
4095;Carcará/carancho;(Caracara plancus);G
4095;Urubus;Família Cathartidae;MG
4097;Pombo-doméstico;(Columba livia);P
4101;Andorinha-pequena-de-casa;(Pygochelidon cyanoleuca);MP
4105;Não identificado;Não identificado;
4107;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4109;Carcará/carancho;(Caracara plancus);G
4111;Não identificado;Não identificado;
4113;Quero-quero/tetéu;(Vanellus chilensis);M
4115;Pombo-doméstico;(Columba livia);P
4117;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);MG
4121;Pombo-doméstico;(Columba livia);P
4123;Carcará/carancho;(Caracara plancus);G
4125;Quero-quero/tetéu;(Vanellus chilensis);M
4127;Urubus;Família Cathartidae;MG
4129;Quero-quero/tetéu;(Vanellus chilensis);M
4131;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
4133;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
4135;Quero-quero/tetéu;(Vanellus chilensis);M
4137;Urubus;Família Cathartidae;MG
4141;Seriema;(Cariama cristata);G
4145;Não identificado;Não identificado;
4147;Não identificado;Não identificado;
4149;Quero-quero/tetéu;(Vanellus chilensis);M
4151;Não identificado;Não identificado;
4153;Não identificado;Não identificado;
4157;Andorinhão-do-temporal;(Chaetura meridionalis);MP
4159;Não identificado;Não identificado;
4161;Não identificado;Não identificado;
4165;Urubus;Família Cathartidae;MG
4167;Não identificado;Não identificado;
4169;Não identificado;Não identificado;P
4171;Não identificado;Não identificado;P
4173;Urubus;Família Cathartidae;MG
4175;Não identificado;Não identificado;
4177;Não identificado;Não identificado;
4179;Não identificado;Não identificado;
4181;Não identificado;Não identificado;P
4185;Urubus;Família Cathartidae;MG
4187;Urubus;Família Cathartidae;MG
4189;Urubus;Família Cathartidae;MG
4193;Carcará/carancho;(Caracara plancus);G
4195;Quero-quero/tetéu;(Vanellus chilensis);M
4199;Urubus;Família Cathartidae;MG
4201;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
4205;Não identificado;Não identificado;P
4207;Urubus;Família Cathartidae;MG
4209;Urubus;Família Cathartidae;MG
4211;Não identificado;Não identificado;
4215;Não identificado;Não identificado;M
4217;Urubus;Família Cathartidae;MG
4219;Quero-quero/tetéu;(Vanellus chilensis);M
4221;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4223;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);M
4227;Bem- te-vis;Família Tyrannidae;P
4229;Corujas;Família Strigidae;P
4231;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4233;Quero-quero/tetéu;(Vanellus chilensis);M
4235;Não identificado;Não identificado;M
4237;Não identificado;Não identificado;M
4239;Carcará/carancho;(Caracara plancus);G
4241;Quero-quero/tetéu;(Vanellus chilensis);M
4243;Pombos / Rolinhas;Família Columbidae;P
4245;Quero-quero/tetéu;(Vanellus chilensis);M
4247;Urubus;Família Cathartidae;MG
4249;Urubus;Família Cathartidae;MG
4251;Quero-quero/tetéu;(Vanellus chilensis);M
4253;Quero-quero/tetéu;(Vanellus chilensis);M
4257;Urubus;Família Cathartidae;MG
4259;Garças;Família Ardeidae;G
4259;Urubus;Família Cathartidae;G
4261;Carcará/carancho;(Caracara plancus);G
4261;Urubus;Família Cathartidae;MG
4263;Quero-quero/tetéu;(Vanellus chilensis);M
4267;Urubus;Família Cathartidae;MG
4269;Urubus;Família Cathartidae;MG
4271;Andorinhão-do-buriti/poruti;(Tachornis squamata);MP
4275;Quero-quero/tetéu;(Vanellus chilensis);M
4277;Quero-quero/tetéu;(Vanellus chilensis);M
4279;Coruja -buraqueira;(Athene cunicularia);P
4281;Garças;Família Ardeidae;G
4283;Não identificado;Não identificado;
4285;Gansos;Família Anatidae;G
4287;Urubus;Família Cathartidae;MG
4289;Quero-quero/tetéu;(Vanellus chilensis);M
4291;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4293;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);MG
4295;Urubus;Família Cathartidae;MG
4297;Urubus;Família Cathartidae;MG
4299;Quero-quero/tetéu;(Vanellus chilensis);M
4301;Urubus;Família Cathartidae;MG
4305;Corujas;Família Strigidae;
4307;Quero-quero/tetéu;(Vanellus chilensis);M
4309;Urubus;Família Cathartidae;MG
4311;Urubus;Família Cathartidae;MG
4313;Urubus;Família Cathartidae;MG
4315;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4317;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4319;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4321;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4323;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4325;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4327;Corujas;Família Strigidae;
4329;Quero-quero/tetéu;(Vanellus chilensis);M
4331;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4333;Urubus;Família Cathartidae;MG
4335;Não identificado;Não identificado;M
4337;Urubus;Família Cathartidae;MG
4339;Urubus;Família Cathartidae;MG
4341;Não identificado;Não identificado;
4343;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
4347;Urubus;Família Cathartidae;MG
4349;Urubus;Família Cathartidae;MG
4351;Urubus;Família Cathartidae;MG
4353;Não identificado;Não identificado;
4355;Urubus;Família Cathartidae;MG
4357;Não identificado;Não identificado;
4359;Não identificado;Não identificado;
4361;Quero-quero/tetéu;(Vanellus chilensis);M
4363;Quero-quero/tetéu;(Vanellus chilensis);M
4365;Chimango/chima-chima;(Milvago chimango);M
4369;Carcará/carancho;(Caracara plancus);G
4369;Quero-quero/tetéu;(Vanellus chilensis);M
4373;Polícia-inglesa-do-sul/furacao-do-arroz/papa-arroz;(Sturnella superciliaris);MP
4375;Maçaricos;Família  Scolopacidae;
4379;Não identificado;Não identificado;
4381;Urubus;Família Cathartidae;MG
4383;Urubus;Família Cathartidae;MG
4385;Quero-quero/tetéu;(Vanellus chilensis);M
4387;Quero-quero/tetéu;(Vanellus chilensis);M
4389;Andorinha-de-sobre-branco;Tachycineta leucorrhoa;MP
4389;Caminheiro-zumbidor/corredeira;(Anthus lutescens);MP
4389;Não identificado;Não identificado;M
4391;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4393;Urubus;Família Cathartidae;MG
4395;Urubus;Família Cathartidae;MG
4399;Quero-quero/tetéu;(Vanellus chilensis);M
4401;Urubus;Família Cathartidae;MG
4403;Corucão/tabaco-bom;(Chordeiles nacunda);P
4405;Pombo-doméstico;(Columba livia);P
4407;Quero-quero/tetéu;(Vanellus chilensis);M
4409;Corucão/tabaco-bom;(Chordeiles nacunda);P
4411;Carcará/carancho;(Caracara plancus);G
4413;Corujas;Família Strigidae;M
4415;Andorinhas;família Hirundinidae;MP
4417;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4421;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
4423;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
4425;Quero-quero/tetéu;(Vanellus chilensis);M
4427;Não identificado;Não identificado;
4429;Corujas;Família Strigidae;MP
4431;Não identificado;Não identificado;
4433;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
4435;Não identificado;Não identificado;
4437;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4439;Anu-branco;(Guira guira);P
4441;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4443;Não identificado;Não identificado;
4447;Garças;Família Ardeidae;
4447;Urubus;Família Cathartidae;MG
4449;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);MG
4451;Coruja -buraqueira;(Athene cunicularia);P
4453;Não identificado;Não identificado;M
4457;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);MG
4459;Não identificado;Não identificado;
4461;Urubus;Família Cathartidae;MG
4463;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
4465;Não identificado;Não identificado;M
4467;Urubus;Família Cathartidae;MG
4469;Não identificado;Não identificado;M
4471;Não identificado;Não identificado;P
4473;Não identificado;Não identificado;P
4479;Carcará/carancho;(Caracara plancus);G
4481;Coruja -buraqueira;(Athene cunicularia);P
4481;Quero-quero/tetéu;(Vanellus chilensis);M
4481;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
4483;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4485;Quero-quero/tetéu;(Vanellus chilensis);M
4489;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4493;Urubus;Família Cathartidae;MG
4495;Garças;Família Ardeidae;
4497;Garças;Família Ardeidae;
4499;Garças;Família Ardeidae;G
4501;Urubus;Família Cathartidae;MG
4503;Urubus;Família Cathartidae;MG
4505;Garças;Família Ardeidae;M
4507;Não identificado;Não identificado;M
4509;Falcão-de-coleira/gavião-pombo/cauré;(Falco femoralis);M
4511;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4513;Quero-quero/tetéu;(Vanellus chilensis);M
4515;Quero-quero/tetéu;(Vanellus chilensis);M
4517;Andorinhão-do-buriti/poruti;(Tachornis squamata);MP
4523;Não identificado;Não identificado;M
4525;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4527;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4529;Gaviões / Família accipitridae;Família accipitridae;
4529;Urubus;Família Cathartidae;MG
4531;Urubus;Família Cathartidae;MG
4533;Não identificado;Não identificado;G
4535;Não identificado;Não identificado;M
4541;Não identificado;Não identificado;M
4543;Quero-quero/tetéu;(Vanellus chilensis);M
4545;Andorinhas;família Hirundinidae;MP
4547;Não identificado;Não identificado;M
4549;Quero-quero/tetéu;(Vanellus chilensis);M
4551;Carcará/carancho;(Caracara plancus);G
4555;Não identificado;Não identificado;M
4557;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
4559;Gaivotas;Família  Laridae;
4559;Urubus;Família Cathartidae;0
4561;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);M
4563;Quero-quero/tetéu;(Vanellus chilensis);M
4565;Quero-quero/tetéu;(Vanellus chilensis);M
4567;Garças;Família Ardeidae;
4569;Urubus;Família Cathartidae;MG
4573;Chimango/chima-chima;(Milvago chimango);M
4577;Corujinha-do-mato/caboré-de-orelha;(Megascops choliba);P
4579;Urubus;Família Cathartidae;MG
4581;Urubus;Família Cathartidae;MG
4583;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);MG
4585;Coruja -buraqueira;(Athene cunicularia);P
4587;Carcará/carancho;(Caracara plancus);G
4587;Urubus;Família Cathartidae;MG
4589;Carcará/carancho;(Caracara plancus);G
4591;Fragata/tesourão (Fregata;(Fregata magnificens);G
4593;Urubus;Família Cathartidae;MG
4595;Garças;Família Ardeidae;
4595;Urubus;Família Cathartidae;MG
4597;Urubus;Família Cathartidae;MG
4599;Carcará/carancho;(Caracara plancus);G
4601;Garças;Família Ardeidae;
4603;Garças;Família Ardeidae;
4603;Urubus;Família Cathartidae;MG
4605;Carcará/carancho;(Caracara plancus);G
4605;Quero-quero/tetéu;(Vanellus chilensis);M
4607;Carcará/carancho;(Caracara plancus);G
4609;Garças;Família Ardeidae;
4611;Urubus;Família Cathartidae;MG
4613;Coruja -buraqueira;(Athene cunicularia);P
4613;Quero-quero/tetéu;(Vanellus chilensis);M
4613;Urubus;Família Cathartidae;MG
4615;Quero-quero/tetéu;(Vanellus chilensis);M
4617;Carcará/carancho;(Caracara plancus);G
4619;Não identificado;Não identificado;
4621;Carcará/carancho;(Caracara plancus);G
4623;Carcará/carancho;(Caracara plancus);G
4625;Corujas;Família Strigidae;
4625;Quero-quero/tetéu;(Vanellus chilensis);M
4627;Quero-quero/tetéu;(Vanellus chilensis);M
4629;Carcará/carancho;(Caracara plancus);G
4631;Gaviões / Família accipitridae;Família accipitridae;
4633;Fragata/tesourão (Fregata;(Fregata magnificens);G
4639;Não identificado;Não identificado;
4641;Não identificado;Não identificado;
4643;Não identificado;Não identificado;M
4645;Não identificado;Não identificado;MP
4647;Corujas;Família Strigidae;P
4649;Anu-branco;(Guira guira);P
4651;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4653;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4655;Quero-quero/tetéu;(Vanellus chilensis);M
4657;Não identificado;Não identificado;
4659;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
4661;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
4663;Não identificado;Não identificado;M
4665;Urubus;Família Cathartidae;MG
4667;Não identificado;Não identificado;M
4669;Não identificado;Não identificado;
4671;Carcará/carancho;(Caracara plancus);G
4673;Não identificado;Não identificado;
4675;Urubus;Família Cathartidae;MG
4677;Corujas;Família Strigidae;
4679;Bem- te-vis;Família Tyrannidae;MP
4681;Pombo-doméstico;(Columba livia);P
4683;Quero-quero/tetéu;(Vanellus chilensis);M
4685;Não identificado;Não identificado;
4687;Quero-quero/tetéu;(Vanellus chilensis);M
4689;xx Passeriformes pequenos;xx Passeriformes pequenos;MP
4691;Não identificado;Não identificado;
4693;Não identificado;Não identificado;
4695;Não identificado;Não identificado;
4697;Não identificado;Não identificado;
4699;Não identificado;Não identificado;
4701;Não identificado;Não identificado;
4703;Coruja -buraqueira;(Athene cunicularia);P
4705;Não identificado;Não identificado;M
4707;Não identificado;Não identificado;
4709;Não identificado;Não identificado;M
4711;Carcará/carancho;(Caracara plancus);G
4713;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
